user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,activeness_score,gamification_score,engagement_depth,churn_risk,churn_prob_score,cluster_id,segment_name
SYN_00947,paid,91,18-24,tier1,7,8,3,343.64,0,0,1,21,0.409,0.65,0.323,0.336,0.282,medium,0.0,0,Moderately Active Users
SYN_00948,paid,66,18-24,tier1,8,6,23,73.64,1,1,0,23,0.375,0.54,0.435,0.554,0.675,medium,0.0,0,Moderately Active Users
SYN_00949,paid,51,18-24,tier1,13,13,10,398.93,0,1,1,21,0.331,0.59,0.537,0.58,0.516,low,0.0,0,Moderately Active Users
SYN_00950,trial,0,35-44,tier3,11,6,1,48.47,0,0,0,8,0.26,0.73,0.328,0.182,0.052,high,0.0006,1,Low Activity Users
SYN_00951,paid,61,18-24,tier1,10,12,29,333.67,0,0,1,9,0.294,0.64,0.586,0.622,0.259,low,0.0,0,Moderately Active Users
SYN_00952,inactive,60,35-44,tier3,0,1,0,0.0,0,0,0,5,0.069,0.19,0.025,0.038,0.014,critical,0.9996,1,Low Activity Users
SYN_00953,inactive,59,35-44,tier3,0,1,0,6.11,0,0,0,12,0.026,0.2,0.019,0.043,0.005,critical,0.9997,1,Low Activity Users
SYN_00954,paid,149,18-24,tier1,12,18,17,336.28,0,1,1,18,0.321,0.56,0.638,0.622,0.514,low,0.0,0,Moderately Active Users
SYN_00955,trial,0,25-34,tier2,13,3,1,24.82,0,0,1,13,0.341,0.55,0.33,0.134,0.268,high,0.0004,0,Moderately Active Users
SYN_00956,inactive,5,35-44,tier1,1,0,2,22.32,0,0,0,5,0.095,0.13,0.045,0.06,0.019,critical,0.9999,1,Low Activity Users
SYN_00957,paid,32,35-44,tier3,11,12,0,419.02,0,1,1,23,0.456,0.61,0.441,0.482,0.541,medium,0.0,0,Moderately Active Users
SYN_00958,paid,15,35-44,tier3,17,9,15,305.55,0,1,1,13,0.292,0.62,0.573,0.596,0.508,low,0.0,0,Moderately Active Users
SYN_00959,paid,130,25-34,tier2,14,7,7,465.72,1,1,1,17,0.304,0.65,0.441,0.592,0.861,low,0.0,0,Moderately Active Users
SYN_00960,inactive,98,18-24,tier1,0,1,0,21.4,0,0,0,23,0.048,0.09,0.022,0.029,0.01,critical,0.9993,1,Low Activity Users
SYN_00961,trial,21,35-44,tier3,11,7,2,53.77,0,1,0,3,0.252,0.84,0.348,0.367,0.3,high,0.0,0,Moderately Active Users
SYN_00962,paid,38,25-34,tier3,13,10,20,270.46,1,1,1,12,0.33,0.63,0.556,0.637,0.866,low,0.0,0,Moderately Active Users
SYN_00963,trial,17,18-24,tier1,11,5,0,13.81,0,1,1,19,0.349,0.79,0.32,0.315,0.52,high,0.0,0,Moderately Active Users
SYN_00964,trial,39,18-24,tier2,5,4,4,73.91,1,0,0,16,0.18,0.83,0.2,0.248,0.386,high,0.0137,1,Low Activity Users
SYN_00965,paid,6,35-44,tier3,6,2,7,81.45,1,1,1,6,0.382,0.64,0.237,0.398,0.876,high,0.0022,0,Moderately Active Users
SYN_00966,inactive,83,18-24,tier1,0,1,0,57.95,0,0,0,22,0.063,0.09,0.024,0.047,0.013,critical,0.9994,1,Low Activity Users
SYN_00967,paid,32,18-24,tier3,15,9,18,200.95,1,1,1,12,0.287,0.57,0.557,0.568,0.857,low,0.0,0,Moderately Active Users
SYN_00968,churned,116,25-34,tier2,0,1,0,0.0,0,1,0,9,0.102,0.43,0.03,0.236,0.27,critical,0.9394,1,Low Activity Users
SYN_00969,paid,89,25-34,tier1,7,11,13,325.08,0,0,1,18,0.482,0.66,0.444,0.441,0.296,medium,0.0,0,Moderately Active Users
SYN_00970,trial,0,25-34,tier2,6,3,1,56.18,0,1,1,8,0.336,0.95,0.207,0.379,0.517,high,0.0013,0,Moderately Active Users
SYN_00971,inactive,47,35-44,tier3,0,0,0,1.06,0,1,0,22,0.094,0.27,0.014,0.205,0.269,critical,0.9993,1,Low Activity Users
SYN_00972,paid,58,18-24,tier1,8,4,1,293.52,0,1,1,17,0.487,0.65,0.28,0.438,0.547,medium,0.0,0,Moderately Active Users
SYN_00973,paid,88,18-24,tier1,13,9,3,271.29,1,1,1,11,0.57,0.82,0.467,0.484,0.914,low,0.0,0,Moderately Active Users
SYN_00974,trial,3,25-34,tier1,10,4,4,26.84,0,0,1,15,0.414,0.62,0.323,0.183,0.283,high,0.0003,0,Moderately Active Users
SYN_00975,paid,104,25-34,tier1,11,17,28,536.95,0,1,1,19,0.219,0.58,0.661,0.851,0.494,low,0.0,0,Moderately Active Users
SYN_00976,paid,22,18-24,tier1,15,4,15,117.56,1,1,1,23,0.498,0.7,0.494,0.518,0.9,medium,0.0,0,Moderately Active Users
SYN_00977,paid,108,25-34,tier2,6,18,23,397.75,0,1,1,8,0.337,0.73,0.574,0.755,0.517,low,0.0,0,Moderately Active Users
SYN_00978,paid,51,18-24,tier1,7,4,2,179.85,0,1,1,19,0.573,0.78,0.281,0.419,0.565,medium,0.0,0,Moderately Active Users
SYN_00979,paid,11,18-24,tier1,7,7,12,172.25,0,1,1,15,0.462,0.78,0.374,0.528,0.542,medium,0.0,0,Moderately Active Users
SYN_00980,inactive,13,18-24,tier3,0,1,0,14.71,0,0,0,7,0.048,0.1,0.022,0.027,0.01,critical,1.0,1,Low Activity Users
SYN_00981,inactive,102,18-24,tier1,0,0,0,11.5,0,0,0,22,0.015,0.31,0.002,0.068,0.003,critical,0.9985,1,Low Activity Users
SYN_00982,paid,23,18-24,tier1,12,3,18,153.42,1,0,1,19,0.523,0.72,0.45,0.424,0.655,medium,0.0,0,Moderately Active Users
SYN_00983,inactive,67,35-44,tier1,1,0,2,0.0,0,0,0,13,0.04,0.24,0.036,0.071,0.008,critical,0.9992,1,Low Activity Users
SYN_00984,paid,121,18-24,tier1,4,14,19,463.81,1,1,1,9,0.319,0.66,0.45,0.728,0.864,low,0.0,0,Moderately Active Users
SYN_00985,churned,129,18-24,tier1,4,0,1,48.67,0,1,0,23,0.049,0.09,0.084,0.204,0.26,critical,0.9056,1,Low Activity Users
SYN_00986,trial,0,25-34,tier1,6,4,1,33.75,0,1,0,19,0.298,0.7,0.216,0.318,0.31,high,0.035,0,Moderately Active Users
SYN_00987,paid,113,25-34,tier1,9,19,31,580.5,0,1,1,19,0.276,0.57,0.684,0.904,0.505,low,0.0,0,Moderately Active Users
SYN_00988,inactive,82,18-24,tier1,0,0,0,9.58,0,0,0,23,0.081,0.08,0.012,0.021,0.016,critical,0.9998,1,Low Activity Users
SYN_00989,churned,80,18-24,tier3,0,0,0,63.46,0,0,0,23,0.115,0.31,0.017,0.094,0.023,critical,0.9981,1,Low Activity Users
SYN_00990,paid,82,18-24,tier1,7,18,10,530.67,1,0,1,20,0.395,0.91,0.516,0.56,0.629,low,0.0,0,Moderately Active Users
SYN_00991,paid,28,35-44,tier3,12,9,28,349.78,1,1,1,20,0.471,0.63,0.596,0.767,0.894,low,0.0,0,Moderately Active Users
SYN_00992,paid,30,25-34,tier2,12,17,29,398.44,1,1,1,18,0.415,0.87,0.714,0.851,0.883,low,0.0,0,Moderately Active Users
SYN_00993,inactive,78,35-44,tier1,0,1,1,33.14,0,0,0,21,0.065,0.11,0.031,0.05,0.013,critical,0.9994,1,Low Activity Users
SYN_00994,paid,14,18-24,tier1,6,5,15,186.37,1,1,1,13,0.478,0.88,0.348,0.589,0.896,medium,0.0,0,Moderately Active Users
SYN_00995,inactive,9,35-44,tier3,0,0,0,58.4,0,0,0,3,0.049,0.14,0.007,0.057,0.01,critical,1.0,1,Low Activity Users
SYN_00996,paid,41,18-24,tier1,8,5,4,231.82,0,1,1,20,0.526,0.69,0.32,0.449,0.555,medium,0.0,0,Moderately Active Users
SYN_00997,trial,0,25-34,tier1,8,4,1,15.24,0,1,1,16,0.423,0.59,0.27,0.287,0.535,high,0.0012,0,Moderately Active Users
SYN_00998,paid,32,18-24,tier1,8,3,25,149.32,0,1,1,14,0.453,0.79,0.414,0.665,0.541,medium,0.0,0,Moderately Active Users
SYN_00999,paid,51,18-24,tier1,19,11,22,334.64,0,1,1,18,0.288,0.62,0.683,0.69,0.508,low,0.0,0,Moderately Active Users
SYN_01000,inactive,25,35-44,tier1,1,0,0,28.27,0,0,0,6,0.018,0.19,0.02,0.052,0.004,critical,0.9999,1,Low Activity Users
SYN_01001,paid,23,18-24,tier1,13,17,18,364.36,0,1,1,23,0.565,0.79,0.683,0.693,0.563,low,0.0,0,Moderately Active Users
SYN_01002,inactive,29,35-44,tier3,0,0,0,0.0,0,0,0,18,0.052,0.23,0.008,0.046,0.01,critical,0.9999,1,Low Activity Users
SYN_01003,paid,104,25-34,tier2,12,8,12,359.74,1,0,1,22,0.272,0.52,0.448,0.419,0.604,medium,0.0,0,Moderately Active Users
SYN_01004,paid,16,35-44,tier1,5,3,12,142.92,1,1,1,3,0.363,0.67,0.264,0.491,0.873,high,0.0004,0,Moderately Active Users
SYN_01005,trial,0,18-24,tier1,6,5,1,41.57,0,0,1,13,0.344,0.47,0.238,0.126,0.269,high,0.0307,1,Low Activity Users
SYN_01006,trial,7,35-44,tier1,4,5,2,38.15,0,1,1,7,0.279,0.69,0.2,0.33,0.506,high,0.0107,0,Moderately Active Users
SYN_01007,paid,25,18-24,tier1,5,6,23,167.73,0,1,1,15,0.481,0.74,0.398,0.642,0.546,medium,0.0,0,Moderately Active Users
SYN_01008,paid,11,18-24,tier1,13,2,12,194.5,0,1,1,23,0.553,0.77,0.418,0.537,0.561,medium,0.0,0,Moderately Active Users
SYN_01009,trial,8,18-24,tier1,11,8,0,98.93,0,0,1,21,0.342,0.87,0.364,0.223,0.268,medium,0.0,0,Moderately Active Users
SYN_01010,paid,76,25-34,tier2,10,12,18,234.18,0,1,1,20,0.472,0.77,0.542,0.624,0.544,low,0.0,0,Moderately Active Users
SYN_01011,paid,124,25-34,tier1,11,9,10,435.14,0,1,1,15,0.258,0.62,0.431,0.604,0.502,low,0.0,0,Moderately Active Users
SYN_01012,paid,96,18-24,tier2,12,10,11,386.57,0,1,1,19,0.262,0.59,0.47,0.585,0.502,low,0.0,0,Moderately Active Users
SYN_01013,paid,79,35-44,tier3,10,9,11,257.65,0,1,1,22,0.534,0.83,0.461,0.569,0.557,low,0.0,0,Moderately Active Users
SYN_01014,trial,11,18-24,tier2,5,2,0,20.19,0,1,1,6,0.505,0.84,0.193,0.328,0.551,high,0.0032,0,Moderately Active Users
SYN_01015,paid,31,18-24,tier1,4,13,0,578.04,1,1,1,18,0.398,0.7,0.325,0.579,0.88,medium,0.0,0,Moderately Active Users
SYN_01016,paid,27,18-24,tier3,12,13,5,377.01,1,1,1,18,0.459,0.61,0.506,0.517,0.892,low,0.0,0,Moderately Active Users
SYN_01017,trial,10,18-24,tier1,14,3,0,34.32,0,1,0,22,0.392,0.75,0.349,0.317,0.328,high,0.0,0,Moderately Active Users
SYN_01018,paid,44,18-24,tier1,4,4,6,247.53,1,1,1,23,0.509,0.64,0.245,0.47,0.902,high,0.0001,0,Moderately Active Users
SYN_01019,paid,66,18-24,tier1,9,11,29,432.54,0,1,1,4,0.257,0.63,0.548,0.82,0.501,low,0.0,0,Moderately Active Users
SYN_01020,paid,16,18-24,tier1,9,19,16,480.34,0,1,1,16,0.577,0.45,0.632,0.661,0.565,low,0.0,0,Moderately Active Users
SYN_01021,trial,29,18-24,tier1,7,9,3,134.72,0,0,0,21,0.487,0.8,0.35,0.261,0.097,high,0.0,0,Moderately Active Users
SYN_01022,paid,116,25-34,tier2,6,16,17,491.98,0,1,1,8,0.349,0.62,0.507,0.712,0.52,low,0.0,0,Moderately Active Users
SYN_01023,inactive,80,18-24,tier1,0,0,0,7.36,0,0,0,17,0.058,0.27,0.009,0.058,0.012,critical,0.9993,1,Low Activity Users
SYN_01024,paid,1,18-24,tier3,11,17,2,530.36,1,1,1,18,0.513,0.49,0.537,0.536,0.903,low,0.0,0,Moderately Active Users
SYN_01025,paid,79,18-24,tier1,20,10,20,263.11,1,1,1,20,0.307,0.62,0.675,0.631,0.861,low,0.0,0,Moderately Active Users
SYN_01026,trial,9,18-24,tier1,5,5,1,48.48,0,1,0,9,0.302,0.56,0.214,0.298,0.31,high,0.0637,1,Low Activity Users
SYN_01027,inactive,16,35-44,tier1,0,1,0,28.3,0,0,1,15,0.077,0.17,0.027,0.048,0.215,critical,0.9996,1,Low Activity Users
SYN_01028,churned,127,18-24,tier1,3,0,0,0.0,1,0,0,21,0.051,0.37,0.06,0.074,0.36,critical,0.893,1,Low Activity Users
SYN_01029,churned,105,25-34,tier2,3,1,0,9.7,0,0,0,8,0.106,0.36,0.083,0.077,0.021,critical,0.9149,1,Low Activity Users
SYN_01030,trial,0,25-34,tier2,4,2,1,35.64,0,0,1,7,0.474,0.86,0.178,0.201,0.295,high,0.0245,0,Moderately Active Users
SYN_01031,paid,40,18-24,tier1,5,14,6,533.86,1,1,1,18,0.361,0.73,0.39,0.631,0.872,medium,0.0,0,Moderately Active Users
SYN_01032,trial,16,18-24,tier3,5,6,3,41.9,0,1,1,14,0.312,0.61,0.244,0.327,0.512,high,0.002,0,Moderately Active Users
SYN_01033,trial,0,18-24,tier1,6,6,1,68.58,0,1,0,10,0.384,0.74,0.259,0.344,0.327,high,0.0029,0,Moderately Active Users
SYN_01034,trial,21,25-34,tier2,11,8,3,81.33,0,1,0,10,0.406,0.52,0.393,0.329,0.331,high,0.0,0,Moderately Active Users
SYN_01035,paid,33,35-44,tier3,12,7,23,317.62,0,1,1,21,0.377,0.6,0.52,0.688,0.525,medium,0.0,0,Moderately Active Users
SYN_01036,paid,36,18-24,tier2,7,15,3,579.36,1,1,1,20,0.37,0.7,0.422,0.614,0.874,medium,0.0,0,Moderately Active Users
SYN_01037,paid,96,18-24,tier3,8,2,8,187.51,0,0,1,21,0.442,0.59,0.288,0.302,0.288,high,0.0,0,Moderately Active Users
SYN_01038,inactive,30,35-44,tier1,2,1,0,44.28,0,0,0,9,0.0,0.2,0.05,0.062,0.0,critical,0.9996,1,Low Activity Users
SYN_01039,churned,52,18-24,tier1,0,1,1,18.41,0,0,0,13,0.166,0.43,0.046,0.106,0.033,critical,0.9958,1,Low Activity Users
SYN_01040,paid,85,18-24,tier3,14,8,0,266.19,0,1,1,12,0.497,0.76,0.44,0.435,0.549,low,0.0,0,Moderately Active Users
SYN_01041,paid,90,25-34,tier2,8,12,16,163.49,1,0,1,21,0.478,0.71,0.495,0.404,0.646,low,0.0,0,Moderately Active Users
SYN_01042,trial,187,35-44,tier2,1,0,0,0.0,1,0,0,8,0.0,0.2,0.017,0.04,0.35,critical,0.952,1,Low Activity Users
SYN_01043,trial,1,35-44,tier3,3,4,1,53.48,0,1,1,10,0.263,0.62,0.158,0.312,0.503,high,0.107,0,Moderately Active Users
SYN_01044,paid,112,18-24,tier2,11,19,10,424.28,1,1,1,21,0.371,0.52,0.598,0.579,0.874,low,0.0,0,Moderately Active Users
SYN_01045,paid,38,18-24,tier1,5,5,0,183.23,1,1,1,18,0.549,0.72,0.245,0.386,0.91,high,0.0001,0,Moderately Active Users
SYN_01046,trial,25,18-24,tier1,3,6,0,69.96,1,0,0,17,0.272,0.81,0.183,0.197,0.404,high,0.0329,1,Low Activity Users
SYN_01047,trial,31,18-24,tier1,6,5,2,45.43,0,1,1,20,0.36,0.67,0.247,0.329,0.522,high,0.0006,0,Moderately Active Users
SYN_01048,paid,49,25-34,tier2,17,15,35,364.0,0,0,1,23,0.408,0.78,0.784,0.688,0.282,low,0.0,0,Moderately Active Users
SYN_01049,trial,4,18-24,tier2,13,4,5,1.63,0,1,0,13,0.347,0.44,0.372,0.295,0.319,high,0.0004,0,Moderately Active Users
SYN_01050,trial,5,18-24,tier1,7,7,0,54.61,0,0,1,20,0.42,0.68,0.29,0.163,0.284,high,0.0004,0,Moderately Active Users
SYN_01051,paid,35,35-44,tier3,13,10,19,271.52,1,1,1,15,0.307,0.62,0.546,0.624,0.861,low,0.0,0,Moderately Active Users
SYN_01052,trial,19,35-44,tier3,8,8,0,52.86,0,1,1,8,0.317,0.78,0.308,0.332,0.513,high,0.0,0,Moderately Active Users
SYN_01053,trial,12,25-34,tier1,8,10,4,107.91,0,1,1,9,0.369,0.47,0.371,0.343,0.524,high,0.0,0,Moderately Active Users
SYN_01054,paid,84,35-44,tier3,9,9,19,202.88,1,0,1,21,0.573,0.78,0.501,0.472,0.665,low,0.0,0,Moderately Active Users
SYN_01055,inactive,27,35-44,tier1,1,0,0,18.01,0,0,0,12,0.02,0.1,0.02,0.029,0.004,critical,1.0,1,Low Activity Users
SYN_01056,trial,10,18-24,tier2,3,9,1,102.89,0,1,1,17,0.218,0.72,0.227,0.357,0.494,high,0.0015,0,Moderately Active Users
SYN_01057,paid,36,18-24,tier1,11,18,13,327.61,0,1,1,22,0.582,0.76,0.634,0.613,0.566,low,0.0,0,Moderately Active Users
SYN_01058,paid,9,25-34,tier1,16,9,10,363.45,0,1,1,10,0.358,0.92,0.533,0.629,0.522,low,0.0,0,Moderately Active Users
SYN_01059,churned,131,25-34,tier2,0,1,0,12.86,0,0,0,16,0.087,0.35,0.028,0.076,0.017,critical,0.9795,1,Low Activity Users
SYN_01060,trial,0,18-24,tier1,6,5,1,93.73,0,1,1,12,0.3,0.76,0.231,0.36,0.51,high,0.0014,0,Moderately Active Users
SYN_01061,paid,19,35-44,tier3,16,10,18,296.92,1,1,1,12,0.35,0.62,0.599,0.626,0.87,low,0.0,0,Moderately Active Users
SYN_01062,paid,35,18-24,tier3,11,15,14,537.65,0,1,1,20,0.578,0.61,0.595,0.699,0.566,low,0.0,0,Moderately Active Users
SYN_01063,churned,128,25-34,tier2,1,0,1,22.72,0,1,1,18,0.13,0.32,0.043,0.237,0.476,high,0.6611,1,Low Activity Users
SYN_01064,paid,43,18-24,tier1,11,20,13,378.31,0,1,1,20,0.602,0.81,0.667,0.648,0.57,low,0.0,0,Moderately Active Users
SYN_01065,inactive,83,35-44,tier1,0,0,0,24.77,0,0,0,19,0.0,0.3,0.0,0.072,0.0,critical,0.9994,1,Low Activity Users
SYN_01066,trial,0,18-24,tier1,7,10,1,129.47,0,1,1,22,0.505,0.77,0.355,0.38,0.551,medium,0.0,0,Moderately Active Users
SYN_01067,paid,64,18-24,tier1,20,11,14,296.68,0,0,1,21,0.317,0.66,0.653,0.438,0.263,low,0.0,0,Moderately Active Users
SYN_01068,churned,76,18-24,tier3,0,0,0,45.44,0,1,0,23,0.074,0.23,0.011,0.219,0.265,critical,0.9982,1,Low Activity Users
SYN_01069,paid,32,25-34,tier1,6,14,10,443.67,1,1,1,7,0.453,0.94,0.447,0.673,0.891,low,0.0,0,Moderately Active Users
SYN_01070,inactive,40,35-44,tier1,0,0,0,30.48,0,0,0,13,0.003,0.12,0.0,0.039,0.001,critical,1.0,1,Low Activity Users
SYN_01071,churned,115,25-34,tier2,0,0,0,13.42,0,0,0,11,0.126,0.4,0.019,0.087,0.025,critical,0.9888,1,Low Activity Users
SYN_01072,paid,19,35-44,tier3,9,10,16,244.14,0,1,1,23,0.458,0.55,0.479,0.563,0.542,medium,0.0,0,Moderately Active Users
SYN_01073,churned,125,18-24,tier2,0,0,0,9.41,0,0,0,17,0.094,0.31,0.014,0.067,0.019,critical,0.9935,1,Low Activity Users
SYN_01074,inactive,68,35-44,tier3,1,1,0,0.0,0,0,0,12,0.063,0.16,0.042,0.032,0.013,critical,0.9992,1,Low Activity Users
SYN_01075,trial,36,18-24,tier1,4,7,0,68.59,0,0,0,22,0.262,0.77,0.214,0.188,0.052,high,0.0127,1,Low Activity Users
SYN_01076,paid,48,35-44,tier1,10,7,23,279.59,0,1,1,23,0.413,0.65,0.49,0.679,0.533,medium,0.0,0,Moderately Active Users
SYN_01077,paid,20,35-44,tier1,13,4,17,135.26,1,1,1,17,0.585,0.78,0.485,0.566,0.917,medium,0.0,0,Moderately Active Users
SYN_01078,inactive,86,18-24,tier1,1,1,0,0.0,0,0,0,23,0.064,0.31,0.042,0.062,0.013,critical,0.9953,1,Low Activity Users
SYN_01079,trial,0,35-44,tier3,10,8,1,63.52,0,1,0,8,0.281,0.78,0.344,0.349,0.306,high,0.0001,0,Moderately Active Users
SYN_01080,paid,104,18-24,tier1,13,11,6,320.25,0,1,1,8,0.532,0.77,0.511,0.532,0.556,low,0.0,0,Moderately Active Users
SYN_01081,trial,14,35-44,tier3,4,6,3,47.85,0,1,1,7,0.301,0.54,0.225,0.316,0.51,high,0.0081,0,Moderately Active Users
SYN_01082,paid,24,35-44,tier1,13,18,12,298.2,0,1,1,23,0.511,0.84,0.652,0.603,0.552,low,0.0,0,Moderately Active Users
SYN_01083,trial,0,18-24,tier1,4,3,1,61.2,0,1,0,20,0.256,0.7,0.16,0.332,0.301,high,0.2786,1,Low Activity Users
SYN_01084,churned,119,25-34,tier2,0,1,0,22.83,0,1,0,7,0.14,0.41,0.036,0.243,0.278,critical,0.912,1,Low Activity Users
SYN_01085,paid,46,35-44,tier2,13,16,29,350.87,0,1,1,23,0.463,0.85,0.724,0.823,0.543,low,0.0,0,Moderately Active Users
SYN_01086,trial,18,25-34,tier2,10,10,3,89.33,0,0,1,12,0.496,0.51,0.419,0.181,0.299,medium,0.0,0,Moderately Active Users
SYN_01087,paid,107,25-34,tier2,7,9,18,243.22,0,1,1,18,0.445,0.68,0.44,0.611,0.539,medium,0.0,0,Moderately Active Users
SYN_01088,trial,2,18-24,tier1,5,7,3,54.63,0,1,0,19,0.236,0.7,0.247,0.351,0.297,high,0.0091,0,Moderately Active Users
SYN_01089,inactive,7,35-44,tier3,2,0,0,6.27,0,0,0,4,0.086,0.23,0.048,0.049,0.017,critical,0.9998,1,Low Activity Users
SYN_01090,inactive,57,35-44,tier3,1,1,0,0.0,0,0,0,5,0.112,0.27,0.049,0.054,0.022,critical,0.9983,1,Low Activity Users
SYN_01091,trial,0,35-44,tier3,10,8,0,57.41,0,1,1,7,0.179,0.77,0.322,0.333,0.486,high,0.0,0,Moderately Active Users
SYN_01092,trial,12,18-24,tier1,3,8,1,61.4,0,1,0,20,0.209,0.91,0.21,0.374,0.292,high,0.0056,0,Moderately Active Users
SYN_01093,paid,19,35-44,tier3,12,12,2,377.37,1,1,1,14,0.419,0.65,0.466,0.491,0.884,medium,0.0,0,Moderately Active Users
SYN_01094,trial,28,25-34,tier2,3,3,1,57.4,0,1,1,8,0.536,0.89,0.184,0.368,0.557,high,0.0014,0,Moderately Active Users
SYN_01095,paid,79,18-24,tier3,11,14,33,313.36,0,0,1,7,0.308,0.72,0.649,0.651,0.262,low,0.0,0,Moderately Active Users
SYN_01096,trial,0,25-34,tier1,5,7,1,12.62,0,0,1,18,0.4,0.7,0.259,0.158,0.28,high,0.0025,0,Moderately Active Users
SYN_01097,paid,117,18-24,tier3,13,17,13,350.93,1,0,1,23,0.354,0.55,0.619,0.432,0.621,low,0.0,0,Moderately Active Users
SYN_01098,churned,107,18-24,tier1,2,1,0,53.18,0,0,0,21,0.047,0.14,0.057,0.055,0.009,critical,0.9922,1,Low Activity Users
SYN_01099,paid,128,18-24,tier2,6,17,21,374.38,0,1,1,5,0.338,0.68,0.546,0.71,0.518,low,0.0,0,Moderately Active Users
SYN_01100,paid,127,18-24,tier2,5,15,20,550.02,0,0,1,6,0.328,0.7,0.491,0.641,0.266,low,0.0,0,Moderately Active Users
SYN_01101,churned,104,18-24,tier2,2,0,0,30.31,0,1,0,23,0.0,0.14,0.035,0.193,0.25,critical,0.9937,1,Low Activity Users
SYN_01102,inactive,91,18-24,tier1,0,1,0,0.0,1,0,0,20,0.036,0.3,0.02,0.06,0.357,critical,0.9967,1,Low Activity Users
SYN_01103,paid,116,18-24,tier2,10,18,22,499.6,0,1,1,19,0.231,0.53,0.622,0.754,0.496,low,0.0,0,Moderately Active Users
SYN_01104,inactive,58,35-44,tier3,0,0,0,31.27,0,0,0,14,0.055,0.23,0.008,0.062,0.011,critical,0.9998,1,Low Activity Users
SYN_01105,paid,152,25-34,tier2,5,16,22,455.95,1,1,1,5,0.249,0.63,0.507,0.752,0.85,low,0.0,0,Moderately Active Users
SYN_01106,paid,0,35-44,tier3,10,16,1,405.92,1,1,1,18,0.406,0.6,0.482,0.484,0.881,medium,0.0,0,Moderately Active Users
SYN_01107,paid,112,18-24,tier1,8,4,7,178.62,1,1,1,19,0.436,0.58,0.311,0.434,0.887,medium,0.0,0,Moderately Active Users
SYN_01108,trial,3,35-44,tier1,7,6,3,61.56,0,1,0,7,0.384,0.74,0.289,0.363,0.327,high,0.0009,0,Moderately Active Users
SYN_01109,paid,45,18-24,tier1,19,13,19,244.26,0,0,1,20,0.311,0.74,0.697,0.485,0.262,low,0.0,0,Moderately Active Users
SYN_01110,trial,35,18-24,tier1,7,5,5,45.65,0,1,1,21,0.251,0.87,0.267,0.403,0.5,high,0.0001,0,Moderately Active Users
SYN_01111,paid,113,35-44,tier1,8,12,13,278.04,0,1,1,20,0.498,0.66,0.479,0.568,0.55,low,0.0,0,Moderately Active Users
SYN_01112,paid,15,18-24,tier1,11,17,14,352.16,0,1,1,22,0.569,0.77,0.623,0.638,0.564,low,0.0,0,Moderately Active Users
SYN_01113,paid,88,25-34,tier2,7,4,13,148.08,0,1,1,18,0.38,0.78,0.323,0.527,0.526,medium,0.0,0,Moderately Active Users
SYN_01114,trial,0,18-24,tier1,7,10,1,146.93,0,0,1,23,0.472,0.86,0.35,0.257,0.294,medium,0.0,0,Moderately Active Users
SYN_01115,trial,0,25-34,tier3,3,1,0,26.21,0,1,0,7,0.47,0.85,0.138,0.333,0.344,high,0.2344,0,Moderately Active Users
SYN_01116,paid,32,18-24,tier1,13,17,9,416.84,0,0,1,23,0.54,0.83,0.622,0.476,0.308,low,0.0,0,Moderately Active Users
SYN_01117,inactive,98,35-44,tier1,0,0,0,34.71,0,0,0,23,0.04,0.05,0.006,0.027,0.008,critical,0.9997,1,Low Activity Users
SYN_01118,inactive,32,18-24,tier3,0,0,0,33.57,0,0,0,16,0.046,0.14,0.007,0.045,0.009,critical,1.0,1,Low Activity Users
SYN_01119,paid,0,18-24,tier2,18,6,1,412.26,0,1,1,6,0.344,0.9,0.463,0.547,0.519,medium,0.0,0,Moderately Active Users
SYN_01120,trial,3,18-24,tier1,6,4,4,64.0,0,1,0,20,0.272,0.65,0.232,0.357,0.304,high,0.0262,0,Moderately Active Users
SYN_01121,paid,123,18-24,tier1,11,15,11,371.66,1,1,1,22,0.318,0.54,0.536,0.568,0.864,low,0.0,0,Moderately Active Users
SYN_01122,inactive,53,18-24,tier1,1,1,1,33.55,0,0,0,12,0.086,0.3,0.052,0.088,0.017,critical,0.9978,1,Low Activity Users
SYN_01123,churned,100,25-34,tier3,0,0,0,0.0,0,0,1,20,0.131,0.42,0.02,0.084,0.226,critical,0.9594,1,Low Activity Users
SYN_01124,trial,0,18-24,tier3,9,8,1,72.49,0,1,1,3,0.181,0.85,0.311,0.368,0.486,high,0.0,0,Moderately Active Users
SYN_01125,churned,106,18-24,tier1,2,2,0,19.79,0,0,0,23,0.0,0.15,0.065,0.04,0.0,critical,0.9909,1,Low Activity Users
SYN_01126,trial,0,25-34,tier2,6,4,1,29.05,0,1,0,6,0.349,0.79,0.224,0.334,0.32,high,0.0129,0,Moderately Active Users
SYN_01127,paid,103,18-24,tier2,10,10,13,358.53,0,1,1,20,0.267,0.62,0.449,0.6,0.503,medium,0.0,0,Moderately Active Users
SYN_01128,trial,14,18-24,tier1,11,7,0,99.72,1,1,1,23,0.403,0.89,0.358,0.378,0.881,medium,0.0,0,Moderately Active Users
